,PlayerName,Embeddings,ImagePath
218,eden hazard,"[0.11931060254573822, 0.6008176803588867, -0.4250001609325409, 0.9622043371200562, -1.629338026046753, -2.1535732746124268, -0.4483274817466736, 0.22608569264411926, -1.685266375541687, 1.3410226106643677, 2.298765182495117, -1.869185447692871, 2.1314098834991455, -0.660129189491272, 0.21163567900657654, 1.9026731252670288, 0.4355858266353607, -1.2553197145462036, -0.9165657758712769, 0.7595045566558838, 1.4828662872314453, 0.7261537313461304, -0.09769754111766815, 0.2537703216075897, 0.42454686760902405, -1.1528592109680176, -0.8540828227996826, 2.4588003158569336, -0.630264401435852, 0.7360603213310242, -1.8628559112548828, 0.8553848266601562, -1.4936927556991577, 0.8753830790519714, 1.0468436479568481, 0.7238357663154602, 0.759840190410614, 0.40005382895469666, -0.5551930665969849, 0.6463912725448608, -0.5325837135314941, 2.0431127548217773, 0.7412867546081543, -0.6574118733406067, -0.924929678440094, 0.3258630633354187, 1.955905556678772, 0.050655897706747055, 0.2886005640029907, -0.2657453715801239, 0.013137474656105042, 1.1906193494796753, -1.4643102884292603, 0.30558323860168457, -0.8536610007286072, -0.7454981803894043, 0.8269197940826416, 1.340133547782898, -0.14000940322875977, 0.2428407073020935, 0.7299667596817017, 1.6880584955215454, -0.17782454192638397, -0.0724506676197052, 1.0867198705673218, -0.6311537027359009, 0.9899834394454956, 0.6900105476379395, -0.4616282284259796, -0.4406041204929352, 0.7103556990623474, -0.5704803466796875, 0.10360293090343475, -0.42597895860671997, 0.9291768670082092, 1.7458494901657104, 0.2002410888671875, 1.6545054912567139, -0.5007773041725159, -0.9400880336761475, 1.5517277717590332, -0.35690373182296753, -0.3715515434741974, -0.09373364597558975, -0.7172877192497253, 1.1947628259658813, -1.242306113243103, 0.06988097727298737, -0.8842263221740723, -1.3055742979049683, 2.57820987701416, 1.212164044380188, 2.4086825847625732, 1.1118181943893433, 0.8041340112686157, 2.6180002689361572, 0.3535892069339752, -0.16755950450897217, -0.3599620461463928, 0.2240900844335556, -0.5468131303787231, 0.20082589983940125, -0.7375437617301941, -2.9085254669189453, -0.15733060240745544, -1.1882350444793701, 0.09215778112411499, 1.6540448665618896, 0.316262423992157, 1.0603045225143433, -0.8878447413444519, -1.107096791267395, 0.7277991771697998, 0.4255087077617645, -0.6685521602630615, -0.4541662037372589, -0.014600555412471294, -1.0167007446289062, -1.0215483903884888, 1.554239273071289, -0.7142329812049866, -0.7419477701187134, -0.7147241234779358, -1.8739380836486816, 2.1446378231048584, 0.04587108641862869, 0.08293614536523819, -1.660848617553711]",/Users/sohail433/Downloads/cropped_433_images/eden hazard/391--3--imago0041456349h.jpg
219,eden hazard,"[-0.7724632024765015, 0.9075264930725098, -0.009591205045580864, 1.1374244689941406, -0.4746008515357971, -1.630852222442627, -0.08531959354877472, 0.43353623151779175, -0.9637463688850403, 1.2066879272460938, 2.667853355407715, -2.3419032096862793, 0.854569137096405, -1.4515440464019775, 0.8967410326004028, 2.333416700363159, -0.40571072697639465, -0.874097466468811, -1.8070108890533447, 0.7325890064239502, 1.4754961729049683, 0.8235337138175964, 0.9506052136421204, 0.5698334574699402, 0.8684839606285095, -0.010157927870750427, -0.6716645956039429, 2.0499448776245117, 0.3636881709098816, 0.9634951949119568, -0.39550796151161194, -0.017903145402669907, -0.8662575483322144, 0.2131112515926361, 1.4352647066116333, -0.13224799931049347, 0.8230500817298889, 0.5955578088760376, 0.13970321416854858, 0.7736903429031372, -1.4442570209503174, 1.1659049987792969, 0.3729134500026703, -1.2917338609695435, -0.40557941794395447, 0.7945407629013062, 1.338067889213562, -0.3146763741970062, 0.6132228970527649, 0.3246912658214569, -0.25609511137008667, 1.1897214651107788, -0.05665434151887894, 1.3401331901550293, -1.056234359741211, -1.1406153440475464, 0.9641962647438049, 1.0897599458694458, -0.16934002935886383, 0.966569185256958, 0.7323939204216003, 1.0024819374084473, 0.4193226397037506, -0.4928697645664215, 0.657355010509491, -1.3967745304107666, 0.8988916277885437, 1.3090983629226685, -0.19352459907531738, -0.20176629722118378, -0.20784451067447662, -0.6446642875671387, -1.0447239875793457, -0.7876647710800171, 0.13230158388614655, 1.3760484457015991, 0.01045304536819458, 1.9261904954910278, -0.551809549331665, -0.3169233202934265, 1.157004475593567, -0.8664467334747314, -0.04829307645559311, -0.763906717300415, -1.209747314453125, 1.4473512172698975, -1.6294223070144653, 0.4389403462409973, -1.0671873092651367, -2.1056430339813232, 2.66180419921875, 0.534839928150177, 1.9641327857971191, 0.6613711714744568, 0.541056752204895, 2.0650086402893066, -1.3083622455596924, -0.31587299704551697, 0.016855180263519287, -0.5351489186286926, -0.5646988749504089, 0.31846553087234497, -0.4702765941619873, -2.0006344318389893, -0.10662353038787842, -0.4605731964111328, -0.9668863415718079, 0.7933199405670166, -0.07833589613437653, 1.4688715934753418, -1.377763271331787, -1.0789430141448975, 0.6041812896728516, -0.31569039821624756, -0.174851655960083, -0.2599886953830719, -0.469295859336853, -1.8800805807113647, -0.9486383199691772, 1.5182209014892578, -0.3299204707145691, -1.3128970861434937, -0.23846735060214996, -1.9195557832717896, 1.7657725811004639, -0.40449872612953186, 0.5688124895095825, -0.5179954171180725]",/Users/sohail433/Downloads/cropped_433_images/eden hazard/1037--9--GettyImages-1190277417.jpg
220,christopher antwi adjei,"[0.29007989168167114, -0.5497319102287292, -0.143571674823761, 0.30373045802116394, 0.7422783374786377, -0.5842083692550659, 0.06118018552660942, 0.8926015496253967, -1.1473463773727417, 0.5186418294906616, -0.14557552337646484, -0.715170681476593, -0.4912680983543396, 0.7623108625411987, 1.4575966596603394, 0.3889507055282593, 0.8352162837982178, -0.26992833614349365, -0.8519927263259888, -0.4617346525192261, 0.30662819743156433, 0.28687894344329834, -0.3312349319458008, 1.182096242904663, 0.5312577486038208, 0.9002746939659119, 0.14688706398010254, 0.17458555102348328, 1.420628309249878, 1.1582939624786377, 1.7322022914886475, 2.3798320293426514, 1.109249472618103, 0.41054797172546387, 0.9670872092247009, 0.5651386380195618, 0.03578751161694527, -1.5558010339736938, 0.028079211711883545, 0.02363256737589836, -0.6166991591453552, 2.577535390853882, 1.2307380437850952, -1.3373697996139526, 2.096583843231201, 1.3947850465774536, 0.40910959243774414, -0.6464555263519287, -0.2351619452238083, 1.49686861038208, 0.5620354413986206, 0.1263808012008667, 0.9980298280715942, -1.4742740392684937, -0.11606238782405853, 0.10963955521583557, 0.2408263385295868, -0.05229014530777931, 1.9907786846160889, -0.8332005739212036, 0.0491037592291832, 0.7139599323272705, -0.03377095237374306, 0.7684180736541748, -0.6371062994003296, -0.7462180256843567, 0.8218348026275635, 0.5269821286201477, 0.7975650429725647, -0.5032150745391846, 0.8495820164680481, -1.5568745136260986, -0.0626799464225769, -0.8403956294059753, 0.5159997940063477, -0.6114868521690369, 0.026520445942878723, -0.6022904515266418, -1.0643246173858643, -0.2887241840362549, 0.42361921072006226, 0.7561744451522827, -1.2737033367156982, -0.5965306162834167, 0.1302853226661682, 0.33689773082733154, 0.05310949683189392, 0.500624418258667, -0.4206094443798065, -0.06140189990401268, -1.2470827102661133, 3.258668899536133, -1.3904929161071777, 0.850628674030304, 0.7146216630935669, 0.27291056513786316, -0.39185917377471924, -1.479361653327942, -1.4287347793579102, 1.6853834390640259, -1.0106393098831177, -0.1285303682088852, -1.2167385816574097, -2.804931163787842, -0.9022884368896484, -0.7390742301940918, -0.8357767462730408, 0.3966352939605713, 0.11693732440471649, 1.3768516778945923, -1.485701084136963, 0.3072269558906555, 0.16997629404067993, -0.19729068875312805, 1.0285253524780273, 0.7771573066711426, 0.40836381912231445, -1.6435452699661255, -0.6151415109634399, -0.2564006447792053, 0.338298499584198, -1.3951383829116821, 1.3460389375686646, -1.1128852367401123, 1.496130347251892, -1.4381396770477295, 1.1809190511703491, -0.5206798315048218]",/Users/sohail433/Downloads/cropped_433_images/christopher antwi adjei/1112--0--GettyImages-1371529866.jpg
221,hee chan hwang,"[-0.6908783912658691, -1.050173282623291, -1.8365758657455444, 0.21177265048027039, -0.654807448387146, -1.5787533521652222, 0.009588222950696945, -0.68453449010849, 0.38501498103141785, -0.49879518151283264, 0.3643820881843567, -0.9286307096481323, 0.238311305642128, -1.3501811027526855, 0.431365042924881, -0.8241259455680847, 0.05660119280219078, 0.17978191375732422, -0.5331433415412903, -0.2518072724342346, -0.06749596446752548, 0.17647035419940948, -2.437499523162842, 0.47510001063346863, 0.0340476855635643, 0.7436953783035278, 0.24833962321281433, 0.7108675837516785, 0.034833814948797226, -0.4432564675807953, 0.9168733954429626, 1.8588790893554688, 0.48297539353370667, -0.648987352848053, -0.5622935891151428, 0.13168495893478394, -1.286563754081726, -0.09940054267644882, 1.0397639274597168, -0.6075977087020874, 0.03178507834672928, 1.5366472005844116, -0.38710248470306396, -2.7874643802642822, -0.04364659637212753, 0.8364253044128418, 0.6675524711608887, -0.10894638299942017, -0.6372344493865967, 0.7062160968780518, -0.38268226385116577, -0.16696245968341827, 0.5623257160186768, -1.0900869369506836, -0.24679026007652283, 0.5310830473899841, 0.4039996564388275, 0.2521529793739319, 0.6372631192207336, -1.5413795709609985, 0.3847178816795349, -0.623389482498169, -1.1675019264221191, 2.1058247089385986, 1.3969255685806274, 0.30994588136672974, 1.979874610900879, -1.6138192415237427, 1.1418640613555908, -1.3965367078781128, 1.2338932752609253, -2.0416555404663086, 0.4493042826652527, -0.6402823328971863, 0.45648372173309326, -0.3717125952243805, 0.6131678819656372, 0.73642498254776, -0.9712825417518616, 0.10142286121845245, -0.24702563881874084, -0.7831698656082153, -0.8502784967422485, -0.014377995394170284, 0.9779410362243652, 0.644216775894165, -0.0023701246827840805, 0.16359393298625946, -1.2470070123672485, 1.3524311780929565, 1.1655515432357788, 0.402740478515625, -0.6903999447822571, 1.7025854587554932, -0.05169326066970825, 0.5215128064155579, -0.6266787648200989, 0.6578949689865112, -1.2316043376922607, -0.27085015177726746, -1.0467524528503418, 0.7411867380142212, 2.6830573081970215, -1.584441065788269, -0.014583155512809753, 0.39415502548217773, 0.15073731541633606, 1.4257524013519287, -0.29093605279922485, -0.17983394861221313, 0.2998993992805481, 0.6013338565826416, -1.5778793096542358, 1.6899709701538086, 0.36165934801101685, 1.2213722467422485, -0.30826056003570557, 0.09341795742511749, -1.0361969470977783, 1.655686855316162, -0.6210345029830933, 0.2856642007827759, -0.2199365645647049, -0.0890440121293068, -0.10953043401241302, -0.9048941135406494, -0.35663941502571106, -0.9476321935653687]",/Users/sohail433/Downloads/cropped_433_images/hee chan hwang/988--5--imago1007963648h.jpg
222,rodri,"[-1.3784207105636597, -0.3651968240737915, -1.0681171417236328, 0.5133382678031921, 0.5938054323196411, -0.0882343202829361, -1.315706729888916, -1.7072358131408691, 0.20295599102973938, 0.8417589068412781, 0.43903422355651855, -1.4751468896865845, -1.7773773670196533, -0.7537469863891602, 1.147797703742981, -0.08479133248329163, -1.9964075088500977, -0.14438793063163757, -2.35756778717041, -1.9027162790298462, 1.1635257005691528, -1.001814603805542, -0.6972993612289429, 1.7364050149917603, 1.3679838180541992, -0.059606678783893585, -0.2561644911766052, 0.8896021246910095, 0.9178462624549866, 0.6560309529304504, 0.8003255724906921, 0.3376644253730774, -0.32320860028266907, 1.233381748199463, 0.7168195247650146, 1.623687744140625, -2.5588200092315674, -1.089473843574524, -1.3487863540649414, 0.28664106130599976, 0.8161748647689819, 0.7517147064208984, 0.22834941744804382, -0.5328329801559448, -0.007560189813375473, -0.9626067876815796, 1.0949472188949585, 1.293799877166748, -0.4918166995048523, -0.7497708797454834, -1.0162005424499512, -1.8800873756408691, 1.1546915769577026, 1.633134365081787, -0.20527701079845428, 0.405925452709198, 0.3470720052719116, -2.086009979248047, 0.20609785616397858, 0.8080164790153503, -0.041019782423973083, 0.09027336537837982, -0.454939603805542, 0.2992798388004303, 0.32271742820739746, 0.04398626461625099, -0.8115559220314026, 0.7386108636856079, 1.268448829650879, -0.8655458688735962, -0.38652947545051575, -0.09108439087867737, 0.3875221312046051, 0.16233955323696136, -0.8109140396118164, 0.08414480835199356, 1.8255548477172852, 1.0364658832550049, 0.5100012421607971, 0.8148664236068726, -0.5114521384239197, -1.7116427421569824, -1.1762901544570923, 0.4896569550037384, 0.8833298087120056, -0.383135050535202, 1.067724585533142, 0.5140114426612854, 2.083927631378174, 1.1005895137786865, 1.7270368337631226, 1.2839429378509521, 0.6511088013648987, 1.3747342824935913, 0.869651198387146, 1.8884741067886353, -1.3783560991287231, 0.034924812614917755, -0.32320958375930786, 0.35189178586006165, 0.30578142404556274, -0.9612666964530945, -0.002564854919910431, -0.376923531293869, 2.735271453857422, -1.7719976902008057, -1.1009544134140015, 0.08964964747428894, 0.18195313215255737, -0.7162985801696777, 1.5695792436599731, -1.741824984550476, -1.6351648569107056, 1.4430382251739502, -0.19844697415828705, 0.41547951102256775, 0.2644844949245453, 0.8983491659164429, 0.40870118141174316, 2.1228597164154053, 0.049836743623018265, -0.34095630049705505, -0.351063072681427, 0.15167520940303802, 0.33619821071624756, 0.22276651859283447, 1.375321865081787, -0.22279612720012665]",/Users/sohail433/Downloads/cropped_433_images/rodri/575--4--Copyright-ProShots-8927930.jpg
223,danilo cataldi,"[0.7916091680526733, 1.4496846199035645, 0.37454646825790405, 0.27491071820259094, -0.6698333024978638, -2.13215708732605, 0.737694501876831, 1.5063512325286865, -0.4967953562736511, 0.38696157932281494, -0.11749674379825592, -0.9416250586509705, 0.7004925608634949, -0.6977227926254272, 0.3152899146080017, 0.7926821708679199, -1.4521135091781616, 1.4985885620117188, 0.6982513666152954, 1.208783507347107, 0.40740469098091125, 2.7682018280029297, 0.13068872690200806, -0.5080744624137878, 1.2114174365997314, 0.3063979148864746, -0.3475683927536011, 0.9959278106689453, 0.16275662183761597, -0.7378056645393372, -2.467107057571411, 1.5312020778656006, -0.7017568945884705, -0.5796224474906921, 1.005266547203064, 0.2956528961658478, 0.13648077845573425, -0.6329417824745178, -1.889465570449829, -0.1897837072610855, -1.2921664714813232, 1.8963539600372314, 0.2672356963157654, -0.08981630206108093, 0.2535119950771332, -0.31856822967529297, -0.5005839467048645, -0.1895008236169815, 0.4037091135978699, 2.469818115234375, -1.649622917175293, 1.5814409255981445, 0.30498620867729187, 1.256714940071106, -1.540651798248291, -0.45108500123023987, -1.3909244537353516, 0.9956982135772705, -1.3439196348190308, 0.26977190375328064, -0.4819220304489136, -0.44510042667388916, 0.0443216972053051, -0.3905358910560608, 0.23507347702980042, 0.12885794043540955, 1.5173665285110474, 0.9025242328643799, 1.16810941696167, 0.6624977588653564, 0.28663989901542664, 0.4995252192020416, -0.45968762040138245, 0.03016147017478943, -1.3833627700805664, -2.181300640106201, -0.6536238193511963, -0.9166163802146912, -1.1119194030761719, 0.10623297095298767, 1.79853093624115, -0.9720077514648438, 0.19724172353744507, 0.9243988990783691, 1.3340213298797607, -0.8769344091415405, -0.34721633791923523, -2.041790008544922, 0.2857987582683563, -0.512715220451355, -0.3640238642692566, 0.3653007447719574, -0.46563252806663513, 0.5341817140579224, -2.2484679222106934, 0.023873867467045784, -1.851393222808838, -0.6009562611579895, 0.5986683368682861, -0.5780249834060669, -0.008979011327028275, 1.2577669620513916, 0.8496458530426025, -2.077265977859497, -0.8840317130088806, 0.40032708644866943, -0.9487879872322083, 0.21275217831134796, -1.0124101638793945, 1.2240196466445923, 0.767654299736023, 0.034500546753406525, 0.4762655794620514, 2.5896902084350586, 1.4501947164535522, 0.5002090930938721, 0.30562707781791687, -2.5166029930114746, -0.38155803084373474, 1.614428162574768, 1.220055103302002, -0.5036040544509888, -2.19476056098938, 0.04588577151298523, -0.11793464422225952, 0.20526838302612305, 0.3823137879371643, 0.7401703596115112]",/Users/sohail433/Downloads/cropped_433_images/danilo cataldi/615--9--GettyImages-1203378347 (1).jpg
224,stefan posch,"[-1.9655174016952515, -2.167057514190674, -0.8110608458518982, 0.6795823574066162, -1.7166515588760376, -0.6991348266601562, -3.3226993083953857, 0.3105124235153198, 0.04496901482343674, -0.6557499170303345, 0.6330034136772156, -1.7029883861541748, 1.0738093852996826, 1.0044710636138916, 0.5909277200698853, -1.099625587463379, -0.24367570877075195, -0.5070328116416931, -2.558879852294922, 0.6317823529243469, -1.5183982849121094, -1.1426548957824707, 0.9193285703659058, 0.7322314381599426, 0.17614342272281647, -1.0237128734588623, 0.04161295294761658, 1.3176686763763428, -0.1878529042005539, -0.7253877520561218, -0.2274266481399536, -1.1399253606796265, -0.2759450674057007, 0.9498664140701294, -0.5373356938362122, 3.7783501148223877, -0.9503055214881897, -0.2968752980232239, -0.53224116563797, 0.6653187274932861, 1.600080966949463, 0.3157477080821991, 0.7843731641769409, -0.7398671507835388, 1.0816128253936768, -1.7108107805252075, 1.87055504322052, 1.483878493309021, -0.4136750102043152, -1.242553472518921, 0.21546056866645813, 0.45452845096588135, -0.5298329591751099, 0.8537371158599854, -1.2431776523590088, -0.4081166982650757, -1.03526771068573, 1.6360477209091187, -0.14792224764823914, -0.40126389265060425, 1.6228095293045044, -0.2886275351047516, -0.5537396669387817, 1.665107011795044, 0.753577709197998, 0.21071451902389526, -0.6624904870986938, -0.28574416041374207, -0.034951698035001755, -2.0321435928344727, -0.7483227849006653, -0.8699727058410645, 1.2342942953109741, -0.912350058555603, 0.41719692945480347, 0.13615570962429047, 0.44382861256599426, 0.5828459858894348, 0.8101130127906799, -0.5032569766044617, -0.386186808347702, -0.2069096863269806, 0.8386650681495667, 2.2590017318725586, -1.0469322204589844, 0.18656939268112183, 0.7719183564186096, 0.8065983057022095, 0.08078362047672272, -0.9195907711982727, 1.381677269935608, 0.14171358942985535, 0.46458449959754944, 1.2646472454071045, 0.004758045077323914, 2.893908739089966, -1.1821610927581787, -0.7561442852020264, -0.7850638628005981, 1.5834808349609375, 0.02013929933309555, 1.9521946907043457, 0.2158430814743042, 0.5643113851547241, 0.26198455691337585, -0.2031295895576477, 0.02629142254590988, 0.16191545128822327, 0.27966490387916565, -1.512037754058838, 0.6528735160827637, -0.21013076603412628, 0.25872087478637695, 0.34996193647384644, -0.07914497703313828, 0.6136901378631592, -0.03877868875861168, 0.007364749908447266, -1.0451579093933105, -0.05675654858350754, -1.6982990503311157, -0.6003674268722534, 0.17989309132099152, -1.4431637525558472, -0.13712762296199799, -0.05061338096857071, 2.008631944656372, -0.43622857332229614]",/Users/sohail433/Downloads/cropped_433_images/stefan posch/219--6--imago1001047259h.jpg
225,stefan posch,"[-1.9581323862075806, 0.3107885420322418, -1.388332724571228, -0.0006101503968238831, -0.842875599861145, -0.37755072116851807, -1.9302765130996704, 1.0799939632415771, 0.5878384709358215, -1.632286787033081, 1.3024954795837402, 0.6776050925254822, -0.19465099275112152, 0.08941608667373657, 1.5243098735809326, 0.9677905440330505, 1.120774507522583, 0.29348069429397583, -2.130620241165161, 0.6552131772041321, -0.5757085084915161, -1.1965575218200684, -0.7162998914718628, 0.35774293541908264, -1.3018149137496948, 0.4142262041568756, -0.7184864282608032, 1.6210713386535645, -1.0691481828689575, 0.4617645740509033, -1.1969454288482666, 0.9219641089439392, -1.6204601526260376, 0.9406778812408447, 0.7949737906455994, 2.2838399410247803, -1.4958202838897705, -1.638165831565857, -1.4661943912506104, 1.8213802576065063, -0.025148499757051468, 0.4557490646839142, -0.528989315032959, -0.19046145677566528, 0.8892650008201599, -1.983555793762207, 2.839240312576294, -0.32081255316734314, 1.892104983329773, 0.3525000810623169, -0.5460804104804993, -0.045074012130498886, 0.3986101746559143, -0.36115947365760803, 0.37258169054985046, -1.1488851308822632, -0.07856597006320953, 1.0127009153366089, -0.989509105682373, 1.862865924835205, -0.6647960543632507, 0.40545737743377686, 0.7552022933959961, 0.8767688274383545, 2.1162240505218506, 0.1734650433063507, 0.9207754731178284, 1.842812180519104, 2.4206202030181885, -0.5648953914642334, 0.9854725003242493, 0.6273456811904907, 0.48432156443595886, 0.5522084832191467, 1.2377196550369263, -0.27495077252388, -0.2380371391773224, -0.6458937525749207, -0.39206868410110474, -0.46714478731155396, -0.5771041512489319, -1.7285948991775513, -0.21631258726119995, -0.7554464340209961, -0.513754665851593, 1.2336547374725342, -1.6849669218063354, 0.17417724430561066, 0.08239035308361053, 0.14877884089946747, 2.0953285694122314, -0.24963617324829102, -0.16146914660930634, -0.4010922908782959, -0.798828125, 3.5320539474487305, -1.6095772981643677, 1.5430247783660889, -1.302168369293213, 1.9424772262573242, 0.7401151061058044, 0.8650689125061035, -0.9585787057876587, -0.7107248902320862, 0.4341205358505249, -1.7217026948928833, -0.578930675983429, -0.5565359592437744, -0.5766615867614746, 0.09557443857192993, -0.7428443431854248, 1.9209110736846924, 0.39660853147506714, -0.02986765094101429, 0.3028199374675751, -0.8646441698074341, -0.14165116846561432, -0.5548648238182068, 1.4627572298049927, 0.8213165402412415, -0.3172542452812195, -1.4054725170135498, 0.8016951680183411, -2.6430470943450928, -0.3000994920730591, -0.9866837859153748, 1.0985875129699707, 0.043159496039152145]",/Users/sohail433/Downloads/cropped_433_images/stefan posch/193--9--imago0013554067h.jpg
226,emile smith rowe,"[-1.389208197593689, 0.8764286041259766, -1.97622549533844, 0.475687175989151, 0.14727544784545898, 0.7434801459312439, 0.8241600394248962, -1.389222502708435, 0.41163113713264465, 0.17778196930885315, 3.0442912578582764, -2.5042238235473633, -0.6425958275794983, -1.0454949140548706, 2.2585251331329346, 0.9486173987388611, -1.527287483215332, 0.775468111038208, -1.690061092376709, -0.9371249079704285, -0.45234543085098267, 0.018433161079883575, 0.6298834085464478, -0.5494751334190369, 0.4176340103149414, 0.696387767791748, 0.7058569192886353, -0.3895503282546997, -0.6268520951271057, 1.2266690731048584, 0.4240029752254486, 0.3011573851108551, 0.022922668606042862, 1.4696507453918457, 1.9832576513290405, 0.9214017987251282, 0.2037208080291748, 0.13918109238147736, -0.2624141275882721, -0.57648766040802, 1.179614782333374, 0.3356000483036041, 0.6712119579315186, -1.0043195486068726, -0.07047520577907562, -1.923213005065918, 0.7341610193252563, -1.14608633518219, 0.9517661929130554, 0.3713570237159729, -0.3795463442802429, -1.4258748292922974, 1.0037168264389038, 2.121220827102661, -0.8088714480400085, -0.8855392932891846, 0.41383349895477295, 0.27199238538742065, -1.9083164930343628, -1.866816759109497, 0.33821797370910645, 1.1232481002807617, 0.17839358747005463, 0.5098788142204285, 0.43595656752586365, -0.36337220668792725, -0.25501641631126404, 0.10650206357240677, 0.5261611342430115, 0.14023825526237488, 1.646430253982544, -0.5827680826187134, -0.04807991907000542, -0.574411153793335, -0.6847755312919617, 0.49323946237564087, 0.571246862411499, 0.5593135356903076, 0.2994324862957001, 0.6968775987625122, 0.44606322050094604, 0.354615181684494, -0.22442765533924103, 0.09826867282390594, 0.5793004035949707, 0.8983650207519531, 0.28683266043663025, 1.9158799648284912, 0.8057219982147217, -0.8586932420730591, 0.1436222642660141, 0.016241857782006264, 1.0062735080718994, 2.373300790786743, -0.2028135359287262, 1.7995972633361816, -2.3212990760803223, 0.4993899166584015, -1.1232926845550537, -0.1847013682126999, -0.0865851640701294, -0.5942028760910034, -0.2491290271282196, -0.3548000752925873, 2.0047097206115723, 0.5811138153076172, -0.44427424669265747, 0.40642204880714417, 0.10339634120464325, 0.7373731732368469, -0.1414555013179779, 0.05220721662044525, -0.8418124914169312, 1.0112059116363525, -1.4584776163101196, -0.07062631845474243, -0.7803475856781006, -2.5687825679779053, -0.18646672368049622, 1.430944800376892, -0.7602216601371765, -0.05468548834323883, 1.6690199375152588, -0.6010667681694031, 0.41878563165664673, 0.7108581066131592, 1.439018726348877, 0.3754498362541199]",/Users/sohail433/Downloads/cropped_433_images/emile smith rowe/1095--4--GettyImages-180909045.jpg
227,emile smith rowe,"[-0.7738553285598755, -0.6767842769622803, -1.3049464225769043, -1.035029649734497, -0.14215627312660217, 1.0995872020721436, 0.5401419997215271, -0.21114034950733185, -0.8198452591896057, 1.2444977760314941, 2.0671186447143555, -1.6743775606155396, -0.8909640312194824, -1.003104329109192, 0.5124446153640747, 0.8016988635063171, -1.556630253791809, -0.1659960150718689, 0.30993419885635376, -1.3331730365753174, 1.1576532125473022, -0.7532581090927124, 0.13535290956497192, -0.06544791162014008, 1.4121090173721313, 0.5012916326522827, -0.6326528191566467, 0.7507091760635376, -0.32708173990249634, 0.2708139419555664, 0.21246030926704407, 0.6238008737564087, -0.5013108253479004, 3.0593299865722656, 2.0088717937469482, 0.6082026362419128, -0.815170407295227, -0.3073635697364807, 0.45055902004241943, -1.7477307319641113, 1.3214874267578125, 1.5159279108047485, -0.4294563829898834, -0.7600201368331909, -0.5772489309310913, -1.2875497341156006, 0.671049177646637, 0.7985521554946899, -0.3886764645576477, -0.08434557169675827, -0.6005188822746277, -0.13253268599510193, 0.3447706997394562, 1.537042498588562, -1.4946950674057007, 0.7234254479408264, 1.1592247486114502, -0.5416451692581177, -2.3754091262817383, -1.2688533067703247, 0.7259700894355774, 1.1844285726547241, -0.13939492404460907, 1.5003892183303833, 0.4645645022392273, -0.6744400262832642, -0.32798394560813904, -0.8203779458999634, 1.8639326095581055, -0.25059258937835693, 2.140848398208618, -1.2085670232772827, -1.3156486749649048, 0.07820737361907959, 0.6453374028205872, -0.2998987138271332, 0.9459147453308105, 1.1575052738189697, 0.6578806042671204, 1.2851223945617676, 0.2995602488517761, -1.014076590538025, 0.8169228434562683, -0.9994630813598633, 1.4690090417861938, 0.7430461645126343, 1.7303729057312012, 2.0541000366210938, 1.2565385103225708, 1.0454274415969849, -0.9384309649467468, -0.0926847830414772, 0.5326877236366272, 3.3129942417144775, 2.4580278396606445, 1.5068812370300293, -0.6853193044662476, -1.3480137586593628, -0.5424240827560425, 1.3363808393478394, 0.028987109661102295, 0.5890494585037231, -0.25839829444885254, 0.15307143330574036, 1.0985287427902222, 0.9995083212852478, 0.04169902950525284, 0.36567923426628113, -0.2481311559677124, -0.7849454879760742, 0.19012469053268433, -0.36421990394592285, -1.620457410812378, 0.6062608361244202, -0.2924906015396118, 0.6253552436828613, 0.3802655339241028, -0.16299143433570862, -0.41430041193962097, -1.025231122970581, -0.22487159073352814, 1.3946760892868042, 0.9096015095710754, 0.5432856678962708, 0.5788244009017944, -0.3540775775909424, 0.06494435667991638, -0.06333804875612259]",/Users/sohail433/Downloads/cropped_433_images/emile smith rowe/1260--8--imago0005202406h.jpg
